taxa_in_original_tree	species	total	rbcL	matK	rps16	ndhF	5.8S-ribosomal-RNA	contains-trnT-trnL-intergenic-spacer,-tRNA-Leu-(trnL),-trnL-trnF-intergenic-spacer,-and-tRNA-Phe-(trnF)
rest_Ericales	Diospyros kaki	1	NA	NA	NA	DQ924138	NA	NA
rest_Ericales	Omphalogramma delavayi	1	AF213805	NA	NA	NA	NA	NA
rest_Ericales	Lysimachia vulgaris	1	AF421095	NA	NA	NA	NA	NA
rest_Ericales	Palaquium formosanum	1	AF421098	NA	NA	NA	NA	NA
rest_Ericales	Primula pulverulenta	1	HM018317	NA	NA	NA	NA	NA
rest_Ericales	Primula marginata	1	NA	NA	AY647567	NA	NA	NA
rest_Ericales	Primula hirsuta	1	NA	NA	AY647574	NA	NA	NA
rest_Ericales	Primula cockburniana	1	HM018321	NA	NA	NA	NA	NA
rest_Ericales	Primula clusiana	1	NA	NA	AY647565	NA	NA	NA
rest_Ericales	Primula vulgaris	1	HQ619773	NA	NA	NA	NA	NA
rest_Ericales	Primula aurantiaca	1	HM018322	NA	NA	NA	NA	NA
rest_Ericales	Primula minima	1	NA	NA	AY647569	NA	NA	NA
rest_Ericales	Primula chungensis	1	AF394984	NA	NA	NA	NA	NA
rest_Ericales	Primula glutinosa	1	NA	NA	AY647571	NA	NA	NA
rest_Ericales	Englerophytum magalismontanum	1	JF265411	NA	NA	NA	NA	NA
rest_Ericales	Micropholis egensis	1	JQ626049	NA	NA	NA	NA	NA
rest_Ericales	Argania spinosa	1	Z80187	NA	NA	NA	NA	NA
rest_Ericales	Planchonella eerwah	1	Z80188	NA	NA	NA	NA	NA
rest_Ericales	Sarcosperma laurinum	1	AF421111	NA	NA	NA	NA	NA
rest_Ericales	Lissocarpa guianensis	1	EU980794	NA	NA	NA	NA	NA
rest_Ericales	Primula parryi	1	NA	NA	AY647587	NA	NA	NA
rest_Ericales	Chrysophyllum cainito	1	NA	NA	JF913182	NA	NA	NA
rest_Ericales	Ecclinusa ramiflora	1	JQ626076	NA	NA	NA	NA	NA
rest_Ericales	Diploon cuspidatum	1	JQ626045	NA	NA	NA	NA	NA
rest_Ericales	Manilkara huberi	1	JQ625936	NA	NA	NA	NA	NA
rest_Ericales	Pouteria guianensis	1	GQ428635	NA	NA	NA	NA	NA
rest_Ericales	Micropholis guyanensis	1	JQ626126	NA	NA	NA	NA	NA
rest_Ericales	Micropholis venulosa	1	JQ626105	NA	NA	NA	NA	NA
rest_Ericales	Planchonella obovata	1	AF421100	NA	NA	NA	NA	NA
rest_of_Apiales	Eleutherococcus sieboldianus	5	GU054516	AB571644	GU054991	GU054706	AY548190	NA
rest_of_Apiales	Dendropanax dentiger	5	GU054599	HQ427394	GU055074	GU054713	GU054694	NA
rest_of_Apiales	Sciadodendron excelsum	5	GU054574	JQ586681	GU055049	GU054764	GU054669	NA
rest_of_Apiales	Schefflera heptaphylla	5	GU054546	JN407095	GU055021	GU054736	JN407425	NA
rest_of_Apiales	Schefflera morototoni	5	GU054552	JQ586677	GU055027	GU054742	AY955463	NA
rest_of_Apiales	Aralia racemosa	5	GU054520	HQ593177	GU054995	GU054710	U66929	NA
rest_of_Apiales	Dendropanax arboreus	5	GU054597	U58609	GU055064	GU054787	GU054670	NA
rest_of_Apiales	Schefflera arboricola	5	GU054531	U58619	GU055006	GU054721	AF242243	NA
rest_of_Apiales	Eleutherococcus senticosus	5	GU054515	AB571640	GU054990	GU054705	GQ434775	NA
rest_of_Apiales	Panax trifolius	5	GU054606	HQ113084	HQ112541	GU054796	U41698	NA
rest_of_Apiales	Kalopanax septemlobus	5	GU054550	U58591	GU055025	GU054740	EF152175	NA
rest_of_Apiales	Hedera algeriensis	5	GU054553	HE970710	HQ220313	GU054743	AJ131217	NA
rest_of_Apiales	Aralia spinosa	5	GU054604	U58604	GU055079	GU054794	U66928	NA
rest_of_Apiales	Tetrapanax papyrifer	5	GU054568	U58620	GU055043	GU054758	U63192	NA
rest_of_Apiales	Fatsia japonica	5	AY163545	U58610	EU786161	AY171077	EU786158	NA
rest_of_Apiales	Panax ginseng	5	JN700466	AB044903	HQ112510	AF130204	EU592021	NA
rest_of_Apiales	Metapanax delavayi	4	GU054517	NA	GU054992	GU054707	AF242232	NA
rest_of_Apiales	Chengiopanax fargesii	4	GU054556	NA	GU055031	GU054746	GU054651	NA
rest_of_Apiales	Oreopanax xalapensis	4	GU054544	NA	GU055019	GU054734	GU054639	NA
rest_of_Apiales	Oreopanax liebmannii	4	GU054583	NA	GU055058	GU054773	GU054678	NA
rest_of_Apiales	Oreopanax polycephalus	4	GU054543	NA	GU055018	GU054733	GU054638	NA
rest_of_Apiales	Trevesia lateospina	4	GU054569	NA	GU055044	GU054759	EF152172	NA
rest_of_Apiales	Dendropanax proteus	4	GU054526	NA	GU055001	GU054716	AF242237	NA
rest_of_Apiales	Dendropanax gonatopodus	4	GU054595	NA	GU055070	GU054727	GU054690	NA
rest_of_Apiales	Dendropanax cuneifolius	4	GU054572	NA	GU055047	GU054762	GU054667	NA
rest_of_Apiales	Dendropanax praestans	4	GU054564	NA	GU055039	GU054754	GU054657	NA
rest_of_Apiales	Dendropanax sessiliflorus	4	GU054596	NA	GU055071	GU054717	GU054622	NA
rest_of_Apiales	Dendropanax oliganthus	4	GU054578	NA	GU055053	GU054729	GU054673	NA
rest_of_Apiales	Dendropanax caucanus	4	GU054536	NA	GU055011	GU054725	GU054631	NA
rest_of_Apiales	Dendropanax lancifolius	4	GU054584	NA	GU055059	GU054774	GU054679	NA
rest_of_Apiales	Dendropanax pallidus	4	GU054601	NA	GU055076	GU054791	GU054696	NA
rest_of_Apiales	Dendropanax oligodontus	4	GU054600	NA	GU055075	GU054790	GU054689	NA
rest_of_Apiales	Dendropanax poilanei	4	GU054581	NA	GU055056	GU054771	GU054676	NA
rest_of_Apiales	Dendropanax maingayi	4	GU054538	NA	GU055013	GU054728	DQ007371	NA
rest_of_Apiales	Dendropanax umbellatus	4	GU054580	NA	GU055055	GU054770	GU054675	NA
rest_of_Apiales	Dendropanax schippii	4	GU054587	NA	GU055062	GU054777	GU054682	NA
rest_of_Apiales	Dendropanax productus	4	GU054592	NA	GU055067	GU054782	GU054687	NA
rest_of_Apiales	Dendropanax globosus	4	GU054524	NA	GU054999	GU054714	GU054619	NA
rest_of_Apiales	Dendropanax macropodus	4	GU054525	NA	GU055000	GU054715	GU054620	NA
rest_of_Apiales	Dendropanax cuneatus	4	GU054585	NA	GU055054	GU054775	GU054674	NA
rest_of_Apiales	Dendropanax punctatus	4	GU054602	NA	GU055077	GU054792	GU054697	NA
rest_of_Apiales	Dendropanax latilobus	4	GU054561	NA	GU055036	GU054751	GU054656	NA
rest_of_Apiales	Dendropanax ravenii	4	GU054540	NA	GU055015	GU054730	GU054635	NA
rest_of_Apiales	Dendropanax bolivianus	4	GU054577	NA	GU055052	GU054766	GU054671	NA
rest_of_Apiales	Dendropanax capillaris	4	GU054534	NA	GU055009	GU054724	GU054629	NA
rest_of_Apiales	Dendropanax palustris	4	GU054557	NA	GU055038	GU054747	GU054658	NA
rest_of_Apiales	Dendropanax confertus	4	GU054603	NA	GU055078	GU054793	GU054698	NA
rest_of_Apiales	Aralia vietnamensis	4	GU054571	NA	GU055046	GU054761	AF273541	NA
rest_of_Apiales	Aralia stellata	4	GU054555	NA	GU055030	GU054745	GU054650	NA
rest_of_Apiales	Aralia finlaysoniana	4	GU054570	NA	GU055045	GU054760	AF273529	NA
rest_of_Apiales	Aralia stipulata	4	GU054605	NA	GU055080	GU054795	AF273535	NA
rest_of_Apiales	Macropanax undulatus	4	AY753242	NA	GU055004	GU054719	AY725125	NA
rest_of_Apiales	Macropanax maingayi	4	GU054551	NA	GU055026	GU054741	GU054646	NA
rest_of_Apiales	Macropanax rosthornii	4	GU054518	NA	GU054993	GU054708	GU054613	NA
rest_of_Apiales	Schefflera heterophylla	4	GU054547	NA	GU055022	GU054737	DQ007388	NA
rest_of_Apiales	Schefflera subulata	4	GU054549	NA	GU055024	GU054739	GU054644	NA
rest_of_Apiales	Schefflera hypoleuca	4	GU054548	NA	GU055023	GU054738	AY725127	NA
rest_of_Apiales	Schefflera pentandra	4	GU054532	NA	GU055007	GU054722	GU004029	NA
rest_of_Apiales	Fatsia oligocarpella	4	GU054565	NA	GU055040	GU054755	GU054660	NA
rest_of_Apiales	Sinopanax formosanus	4	GU054533	NA	GU055008	GU054723	AF229768	NA
rest_of_Apiales	Dendropanax caloneurus	4	GU054522	NA	GU054997	GU054712	GU054617	NA
rest_of_Apiales	Dendropanax burmanicus	4	GU054591	NA	GU055066	GU054781	GU054616	NA
rest_of_Apiales	Dendropanax hoi	4	GU054588	NA	GU055063	GU054778	GU054683	NA
rest_of_Apiales	Dendropanax chevalieri	4	GU054573	NA	GU055068	GU054783	GU054668	NA
rest_of_Apiales	Aralia cordata	4	GU054554	NA	GU055029	GU054744	U66922	NA
rest_of_Apiales	Aralia chinensis	4	NA	HQ427393	AF110609	EF152193	AF242256	NA
rest_of_Apiales	Schefflera angulata	4	GU054545	NA	GU055020	GU054735	GU004066	NA
rest_of_Apiales	Eleutherococcus sessiliflorus	4	NA	AB571642	DQ133825	EF152196	FJ980421	NA
rest_of_Apiales	Gastonia cutispongia	4	GU054566	NA	GU055041	GU054756	AY389049	NA
rest_of_Apiales	Dendropanax hainanensis	4	GU054560	NA	GU055035	GU054750	AF242236	NA
rest_of_Apiales	Oplopanax elatus	4	GU054567	NA	GU055042	GU054757	AY389043	NA
rest_of_Apiales	Eleutherococcus trifoliatus	4	AY753235	U58603	NA	AY171089	AY725119	NA
rest_of_Apiales	Metapanax davidii	4	GU054530	NA	GU055005	EF152201	AF242233	NA
rest_of_Apiales	Macropanax dispermus	4	AY753237	NA	GU054987	GU054702	AY725121	NA
rest_of_Apiales	Hedera nepalensis	4	GU054542	NA	GU055017	GU054732	GU054637	NA
rest_of_Apiales	Hydrocotyle vulgaris	4	NA	DQ133792	DQ133870	GQ983666	AF077895	NA
rest_of_Apiales	Cussonia spicata	4	NA	U58607	GQ983995	GQ983676	AF229765	NA
rest_of_Apiales	Billardiera heterophylla	4	NA	U58625	DQ133886	AJ236268	AY829019	NA
rest_of_Apiales	Aralia elata	4	GU054590	NA	GU055065	GU054780	AF077875	NA
rest_of_Apiales	Polyscias guilfoylei	4	NA	AY188407	GQ983997	GQ983674	AF242246	NA
rest_of_Apiales	Hedera rhombea	4	AY163529	NA	HQ220336	GU054703	GU054608	NA
rest_of_Apiales	Hedera pastuchovii	4	GU054514	NA	GU054989	GU054704	AJ131239	NA
rest_of_Apiales	Hedera azorica	4	AY163530	HM850708	HQ220312	NA	AJ131218	NA
rest_of_Apiales	Hedera helix	4	NA	JN895670	HQ220314	AY171079	AJ131228	NA
rest_of_Apiales	Panax japonicus	4	JN700296	HQ113071	HQ112528	NA	U41701	NA
rest_of_Apiales	Panax notoginseng	4	JN700406	AB088002	HQ112529	NA	U41684	NA
rest_of_Apiales	Panax quinquefolius	4	JN700396	AB044904	HQ112534	NA	HQ112439	NA
rest_of_Apiales	Brassaiopsis hainla	3	AY753230	NA	NA	EF152187	AY389028	NA
rest_of_Apiales	Brassaiopsis hispida	3	AY753231	NA	NA	EF152188	EF152170	NA
rest_of_Apiales	Brassaiopsis glomerulata	3	AY753229	NA	NA	AY256895	AY304791	NA
rest_of_Apiales	Dendropanax trifidus	3	NA	NA	AB178622	EF152195	AF242238	NA
rest_of_Apiales	Schefflera elegantissima	3	NA	DQ133795	DQ133882	NA	AF229730	NA
rest_of_Apiales	Tupidanthus calyptratus	3	AY753250	U58622	NA	NA	AY389065	NA
rest_of_Apiales	Heteropanax fragrans	3	AY753236	NA	NA	EF152198	AY725120	NA
rest_of_Apiales	Schefflera delavayi	3	NA	NA	GQ984020	GQ983669	EF152176	NA
rest_of_Apiales	Trevesia palmata	3	NA	U58621	NA	AY171083	AF242247	NA
rest_of_Apiales	Pittosporum tobira	3	NA	HM850706	AB178609	AF130201	NA	NA
rest_of_Apiales	Panax pseudoginseng	3	NA	HQ113076	HQ112533	NA	HQ112438	NA
rest_of_Apiales	Hedera hibernica	3	AY163540	FN668806	NA	NA	AF506079	NA
rest_of_Apiales	Tetraplasandra oahuensis	3	NA	NA	GQ983996	GQ983667	AF368480	NA
rest_of_Apiales	Pittosporum undulatum	3	NA	DQ133794	DQ133878	NA	AF302014	NA
rest_of_Apiales	Panax stipuleanatus	3	NA	HQ113082	HQ112539	NA	JX680330	NA
rest_of_Apiales	Hedera iberica	3	AY163533	NA	HQ220327	NA	AJ131232	NA
rest_of_Apiales	Hedera canariensis	3	AY163544	NA	HQ220316	NA	AJ131221	NA
rest_of_Apiales	Hedera colchica	3	AY163531	NA	HQ220317	NA	AJ131223	NA
rest_of_Apiales	Hedera maroccana	3	AY163532	NA	HQ220330	NA	AF506080	NA
rest_of_Apiales	Hedera cypria	3	AY163535	NA	HQ220318	NA	AJ131225	NA
rest_of_Apiales	Trevesia sundaica	3	NA	NA	HQ220341	AY171080	AY389063	NA
rest_of_Apiales	Harmsiopanax aculeata	2	AY753251	NA	NA	NA	DQ007376	NA
rest_of_Apiales	Brassaiopsis ficifolia	2	NA	NA	NA	EF152186	EF152169	NA
rest_of_Apiales	Brassaiopsis ciliata	2	NA	NA	NA	AY171074	AF551723	NA
rest_of_Apiales	Brassaiopsis griffithii	2	AY753232	NA	NA	NA	AY725116	NA
rest_of_Apiales	Brassaiopsis mitis	2	NA	NA	NA	AY171075	AY304801	NA
rest_of_Apiales	Brassaiopsis fatsioides	2	NA	NA	NA	AY171070	AY304782	NA
rest_of_Apiales	Brassaiopsis tripteris	2	NA	NA	NA	AY256896	AY304812	NA
rest_of_Apiales	Brassaiopsis producta	2	NA	NA	NA	AY251909	AY304807	NA
rest_of_Apiales	Brassaiopsis simplicifolia	2	AY753234	NA	NA	NA	AY725118	NA
rest_of_Apiales	Brassaiopsis phanrangensis	2	NA	NA	NA	AY171073	AY304806	NA
rest_of_Apiales	Polyscias javanica	2	AY753252	NA	NA	NA	DQ007383	NA
rest_of_Apiales	Trevesia longipedicellata	2	NA	NA	NA	AY171084	AF551733	NA
rest_of_Apiales	Trevesia sphaerocarpa	2	NA	NA	NA	EF152192	EF152173	NA
rest_of_Apiales	Merrilliopanax cordifolius	2	AY753243	NA	NA	NA	AY725137	NA
rest_of_Apiales	Aralia cachemirica	2	AY753224	NA	NA	NA	U66706	NA
rest_of_Apiales	Aralia foliolosa	2	AY753226	NA	NA	NA	AY725108	NA
rest_of_Apiales	Aralia gigantea	2	AY753225	NA	NA	NA	AY725138	NA
rest_of_Apiales	Schefflera pubigera	2	AY753246	NA	NA	NA	AY725130	NA
rest_of_Apiales	Schefflera hypoleucoides	2	AY753247	NA	NA	NA	AY725129	NA
rest_of_Apiales	Schefflera venulosa	2	AY753249	NA	NA	NA	JF284828	NA
rest_of_Apiales	Schefflera minutistellata	2	NA	NA	EU786159	NA	AF242244	NA
rest_of_Apiales	Schefflera rhododendrifolia	2	AY753248	NA	NA	NA	AY725132	NA
rest_of_Apiales	Eleutherococcus setchuenensis	2	NA	DQ133788	DQ133858	NA	NA	NA
rest_of_Apiales	Panax assamicus	2	AY753244	NA	NA	NA	AY233322	NA
rest_of_Apiales	Panax vietnamensis	2	NA	AB044906	NA	NA	AY271924	NA
rest_of_Apiales	Brassaiopsis gracilis	2	NA	NA	NA	AY171071	AY304793	NA
rest_of_Apiales	Brassaiopsis aculeata	2	AY753228	NA	NA	NA	AY725110	NA
rest_of_Apiales	Brassaiopsis shweliensis	2	AY753233	NA	NA	NA	AY725114	NA
rest_of_Apiales	Trevesia baviensis	2	NA	NA	NA	AY171076	AF551731	NA
rest_of_Apiales	Aralia spinifolia	2	NA	HQ415247	NA	NA	U41676	NA
rest_of_Apiales	Eleutherococcus giraldii	2	NA	GQ434263	NA	NA	AY548181	NA
rest_of_Apiales	Brassaiopsis grushvitzkyi	2	NA	NA	NA	AY171078	AY389037	NA
rest_of_Apiales	Brassaiopsis stellata	2	NA	NA	NA	AY171072	AY304811	NA
rest_of_Apiales	Polyscias australiana	2	NA	JN564052	NA	NA	AF229688	NA
rest_of_Apiales	Aralia californica	2	NA	NA	NA	AY171069	U66921	NA
rest_of_Apiales	Neosciadium glochidiatum	2	NA	DQ133793	DQ133873	NA	NA	NA
rest_of_Apiales	Oplopanax horridus	2	NA	NA	NA	AY171088	AY389044	NA
rest_of_Apiales	Diplopanax stachyanthus	2	NA	AF468494	NA	JF321067	NA	NA
rest_of_Apiales	Panax zingiberensis	2	NA	AB085765	NA	NA	U41700	NA
rest_of_Apiales	Chengiopanax sciadophylloides	2	NA	NA	AB237421	NA	AM400882	NA
rest_of_Apiales	Osmoxylon novoguineense	2	NA	AF271759	NA	NA	AF229726	NA
rest_of_Apiales	Osmoxylon geelvinkianum	2	NA	AF271758	NA	NA	AF229727	NA
rest_of_Apiales	Cheirodendron trigynum	2	NA	U58606	NA	NA	U63183	NA
rest_of_Apiales	Arthrophyllum mackeei	2	NA	AY188395	NA	NA	AF229736	NA
rest_of_Apiales	Rhytidosporum alpinum	2	NA	AY188408	NA	NA	AY829045	NA
rest_of_Apiales	Marianthus ringens	2	NA	AY188401	NA	NA	AY829027	NA
rest_of_Apiales	Tetraplasandra hawaiensis	2	NA	U58593	NA	NA	AF368479	NA
rest_of_Apiales	Aralia nudicaulis	2	NA	HQ593176	NA	NA	U41674	NA
rest_of_Apiales	Hydrocotyle verticillata	2	NA	U58601	NA	NA	AY389025	NA
rest_of_Apiales	Astrotricha pterocarpa	2	NA	AF271756	NA	NA	AF229761	NA
rest_of_Apiales	Gastonia rodriguesiana	2	NA	U58611	NA	NA	AF368466	NA
rest_of_Apiales	Munroidendron racemosum	2	NA	U58592	NA	NA	AF229738	NA
rest_of_Apiales	Hymenosporum flavum	2	NA	U58623	NA	NA	AY829026	NA
rest_of_Apiales	Reynoldsia sandwicensis	2	NA	U58618	NA	NA	AF368468	NA
rest_of_Apiales	Schefflera decaphylla	2	NA	JQ626409	NA	NA	FJ037796	NA
rest_of_Apiales	Pseudopanax colensoi	2	NA	NA	GQ984028	GQ983677	NA	NA
rest_of_Apiales	Meryta sinclairii	2	NA	U58614	NA	NA	AY746565	NA
rest_of_Apiales	Pseudopanax arboreus	2	NA	U58617	NA	NA	AY746566	NA
rest_of_Apiales	Polyscias fruticosa	2	NA	NA	HQ220338	NA	U63191	NA
rest_of_Apiales	Brassaia actinophylla	2	NA	NA	HQ220339	NA	AF242245	NA
rest_of_Apiales	Arthrophyllum diversifolium	1	NA	NA	NA	NA	AY389027	NA
rest_of_Apiales	Arthrophyllum balansae	1	NA	NA	NA	NA	GQ267580	NA
rest_of_Apiales	Eleutherococcus divaricatus	1	NA	AB571645	NA	NA	NA	NA
rest_of_Apiales	Meryta pedunculata	1	NA	NA	NA	NA	AF396419	NA
rest_of_Apiales	Meryta balansae	1	NA	NA	NA	NA	AY746556	NA
rest_of_Apiales	Meryta tenuifolia	1	NA	NA	NA	NA	AY389041	NA
rest_of_Apiales	Panax sinensis	1	NA	NA	NA	NA	AF263376	NA
rest_of_Apiales	Panax omeiensis	1	NA	NA	NA	NA	U41692	NA
rest_of_Apiales	Panax wangianus	1	NA	NA	NA	NA	U41691	NA
rest_of_Apiales	Brassaiopsis ferruginea	1	NA	NA	NA	NA	AY304784	NA
rest_of_Apiales	Polyscias schultzei	1	NA	NA	NA	NA	GQ267597	NA
rest_of_Apiales	Polyscias mauritiana	1	NA	NA	NA	NA	AY430384	NA
rest_of_Apiales	Polyscias tennantii	1	NA	NA	NA	NA	AF229720	NA
rest_of_Apiales	Polyscias nothisii	1	NA	NA	NA	NA	AF229707	NA
rest_of_Apiales	Polyscias purpurea	1	NA	NA	NA	NA	AF229711	NA
rest_of_Apiales	Polyscias sessiliflora	1	NA	NA	NA	NA	AF229717	NA
rest_of_Apiales	Polyscias mollis	1	NA	NA	NA	NA	AF229705	NA
rest_of_Apiales	Polyscias boivinii	1	NA	NA	NA	NA	AY430380	NA
rest_of_Apiales	Polyscias bellendenkerensis	1	NA	NA	NA	NA	AF229691	NA
rest_of_Apiales	Polyscias gentryi	1	NA	NA	NA	NA	AF393862	NA
rest_of_Apiales	Polyscias nodosa	1	NA	NA	NA	NA	AY430387	NA
rest_of_Apiales	Polyscias joskei	1	NA	NA	NA	NA	AF382944	NA
rest_of_Apiales	Polyscias nitida	1	NA	NA	NA	NA	AF382945	NA
rest_of_Apiales	Polyscias elegans	1	NA	NA	NA	NA	AF229698	NA
rest_of_Apiales	Polyscias dioica	1	NA	NA	NA	NA	AF382940	NA
rest_of_Apiales	Polyscias repanda	1	NA	NA	NA	NA	AF393873	NA
rest_of_Apiales	Polyscias tahitiensis	1	NA	NA	NA	NA	AF229719	NA
rest_of_Apiales	Polyscias aubrevillei	1	NA	NA	NA	NA	AF393857	NA
rest_of_Apiales	Polyscias multibracteata	1	NA	NA	NA	NA	AF393868	NA
rest_of_Apiales	Polyscias maralia	1	NA	NA	NA	NA	AF393866	NA
rest_of_Apiales	Polyscias carolorum	1	NA	NA	NA	NA	AF393881	NA
rest_of_Apiales	Polyscias ledermannii	1	NA	NA	NA	NA	DQ499061	NA
rest_of_Apiales	Polyscias willmottii	1	NA	NA	NA	NA	GQ267599	NA
rest_of_Apiales	Polyscias farinosa	1	NA	NA	NA	NA	AY430382	NA
rest_of_Apiales	Polyscias lecardii	1	NA	NA	NA	NA	AF229701	NA
rest_of_Apiales	Polyscias macgillivrayi	1	NA	NA	NA	NA	AF229702	NA
rest_of_Apiales	Polyscias kikuyuensis	1	NA	NA	NA	NA	GQ267592	NA
rest_of_Apiales	Polyscias samoensis	1	NA	NA	NA	NA	GQ267596	NA
rest_of_Apiales	Polyscias orientalis	1	NA	NA	NA	NA	AF229708	NA
rest_of_Apiales	Polyscias anjozorabensis	1	NA	NA	NA	NA	AF393855	NA
rest_of_Apiales	Polyscias bracteata	1	NA	NA	NA	NA	AF229692	NA
rest_of_Apiales	Polyscias dichroostachya	1	NA	NA	NA	NA	AY430381	NA
rest_of_Apiales	Gastonia sechellarum	1	NA	NA	NA	NA	GQ267587	NA
rest_of_Apiales	Plerandra vitiensis	1	NA	NA	NA	NA	JN165440	NA
rest_of_Apiales	Plerandra insolita	1	NA	NA	NA	NA	AY389047	NA
rest_of_Apiales	Cuphocarpus humbertianus	1	NA	NA	NA	NA	AY430379	NA
rest_of_Apiales	Cuphocarpus briquetianus	1	NA	NA	NA	NA	GQ267581	NA
rest_of_Apiales	Pittosporum koghiense	1	NA	NA	NA	NA	AF302035	NA
rest_of_Apiales	Pittosporum glabratum	1	NA	HQ415263	NA	NA	NA	NA
rest_of_Apiales	Pittosporum illicioides	1	NA	HQ427307	NA	NA	NA	NA
rest_of_Apiales	Pittosporum fairchildii	1	NA	NA	NA	NA	EF635472	NA
rest_of_Apiales	Gamblea pseudoevodiifolia	1	NA	NA	NA	NA	AF229766	NA
rest_of_Apiales	Aralia parasitica	1	NA	NA	NA	NA	AY233319	NA
rest_of_Apiales	Hydrocotyle leucocephala	1	NA	JQ586540	NA	NA	NA	NA
rest_of_Apiales	Hydrocotyle javanica	1	NA	NA	NA	NA	GU447308	NA
rest_of_Apiales	Hydrocotyle rotundifolia	1	NA	NA	AF110607	NA	NA	NA
rest_of_Apiales	Trachymene incisa	1	NA	NA	NA	NA	AF272355	NA
rest_of_Apiales	Schefflera elongata	1	NA	NA	NA	NA	JN165480	NA
rest_of_Apiales	Schefflera cordata	1	NA	NA	NA	NA	GU004074	NA
rest_of_Apiales	Schefflera panamensis	1	NA	NA	NA	NA	GU004093	NA
rest_of_Apiales	Schefflera capixaba	1	NA	NA	NA	NA	GU004072	NA
rest_of_Apiales	Schefflera rodriguesiana	1	NA	NA	NA	NA	GU004098	NA
rest_of_Apiales	Schefflera plerandroides	1	NA	NA	NA	NA	AY955467	NA
rest_of_Apiales	Schefflera ruschiana	1	NA	NA	NA	NA	GU004099	NA
rest_of_Apiales	Schefflera tremula	1	NA	NA	NA	NA	GU004111	NA
rest_of_Apiales	Schefflera macrocarpa	1	NA	NA	NA	NA	GU004090	NA
rest_of_Apiales	Schefflera diplodactyla	1	NA	NA	NA	NA	GU004077	NA
rest_of_Apiales	Schefflera umbrosa	1	NA	NA	NA	NA	GU004116	NA
rest_of_Apiales	Schefflera seemanniana	1	NA	NA	NA	NA	AY955474	NA
rest_of_Apiales	Schefflera selloi	1	NA	NA	NA	NA	GU004102	NA
rest_of_Apiales	Schefflera glabrata	1	NA	NA	NA	NA	GU004079	NA
rest_of_Apiales	Schefflera robusta	1	NA	NA	NA	NA	GU004096	NA
rest_of_Apiales	Schefflera nono	1	NA	NA	NA	NA	AY955464	NA
rest_of_Apiales	Schefflera burchellii	1	NA	NA	NA	NA	GU004070	NA
rest_of_Apiales	Schefflera fantsipanensis	1	NA	NA	NA	NA	AY955455	NA
rest_of_Apiales	Schefflera acuminata	1	NA	NA	NA	NA	GU004064	NA
rest_of_Apiales	Schefflera brenesii	1	NA	NA	NA	NA	GU004069	NA
rest_of_Apiales	Schefflera patula	1	NA	NA	NA	NA	GU004094	NA
rest_of_Apiales	Schefflera harmsii	1	NA	NA	NA	NA	GU004082	NA
rest_of_Apiales	Schefflera stilpnophylla	1	NA	NA	NA	NA	GU004107	NA
rest_of_Apiales	Schefflera veitchii	1	NA	NA	NA	NA	JN165550	NA
rest_of_Apiales	Schefflera botumirimensis	1	NA	NA	NA	NA	GU004068	NA
rest_of_Apiales	Schefflera crassipes	1	NA	NA	NA	NA	AF229729	NA
rest_of_Apiales	Schefflera dielsii	1	NA	NA	NA	NA	GU004076	NA
rest_of_Apiales	Schefflera pancheri	1	NA	NA	NA	NA	AY955465	NA
rest_of_Apiales	Schefflera volkensii	1	NA	NA	NA	NA	AY955490	NA
rest_of_Apiales	Cheirodendron fauriei	1	NA	NA	NA	NA	AF229763	NA
rest_of_Apiales	Oplopanax japonicus	1	NA	NA	NA	NA	AF242248	NA
rest_of_Apiales	Harmsiopanax ingens	1	NA	NA	NA	NA	AY389038	NA
rest_of_Apiales	Cussonia paniculata	1	NA	NA	NA	NA	AY389032	NA
rest_of_Apiales	Polyscias schatzii	1	NA	NA	NA	NA	AF229714	NA
rest_of_Apiales	Polyscias crenata	1	NA	NA	NA	NA	AF229694	NA
rest_of_Apiales	Polyscias ariadnes	1	NA	NA	NA	NA	AF393856	NA
rest_of_Apiales	Polyscias coriacea	1	NA	NA	NA	NA	AF393859	NA
rest_of_Apiales	Polyscias muraltiana	1	NA	NA	NA	NA	AF393869	NA
rest_of_Apiales	Polyscias andapensis	1	NA	NA	NA	NA	AF393852	NA
rest_of_Apiales	Polyscias abrahamiana	1	NA	NA	NA	NA	AF229686	NA
rest_of_Apiales	Polyscias fulva	1	NA	NA	NA	NA	AF229699	NA
rest_of_Apiales	Polyscias pancheri	1	NA	NA	NA	NA	AF229710	NA
rest_of_Apiales	Polyscias veillonii	1	NA	NA	NA	NA	AF229721	NA
rest_of_Apiales	Polyscias calophylla	1	NA	NA	NA	NA	AF382939	NA
rest_of_Apiales	Polyscias pentamera	1	NA	NA	NA	NA	AF393872	NA
rest_of_Apiales	Polyscias chapelieri	1	NA	NA	NA	NA	AF393858	NA
rest_of_Apiales	Polyscias felicis	1	NA	NA	NA	NA	AF393860	NA
rest_of_Apiales	Polyscias andrearum	1	NA	NA	NA	NA	AF393853	NA
rest_of_Apiales	Polyscias subincisa	1	NA	NA	NA	NA	AF229718	NA
rest_of_Apiales	Polyscias modestei	1	NA	NA	NA	NA	AF393867	NA
rest_of_Apiales	Polyscias mayottensis	1	NA	NA	NA	NA	AF229703	NA
rest_of_Apiales	Polyscias microbotrys	1	NA	NA	NA	NA	AF229704	NA
